Trade ID,Trade Date,Trade Time,Instrument,Symbol,Expiry Date,Strike,Option Type,Lot Size,Quantity,Buy Price,Sell Price,Buy Value,Sell Value,Gross P&L,Brokerage,STT,Exchange Charges,GST,SEBI Charges,Stamp Duty,Total Charges,Net P&L,Realized P&L %,Running Capital,Trade Duration,Market Regime,Trade Outcome
TRD0461,03-Jun-2026,10:45:10,NIFTY,NIFTY09JUN202624600CE,09-Jun-2026,24600,CE,25,2500,268.0,133.39,670000.0,333475.0,-336525.0,200.7,208.42,50.17,45.16,1.0,20.1,525.55,-337050.55,-50.31,55918072.2,52m,REVERSAL,LOSS
TRD0462,03-Jun-2026,10:37:46,BANKNIFTY,BANKNIFTY30JUN202653800CE,30-Jun-2026,53800,CE,15,1500,1096.0,151.63,1644000.0,227445.0,-1416555.0,374.29,142.15,93.57,84.22,1.87,49.32,745.42,-1417300.42,-86.21,54500771.78,12m,REVERSAL,LOSS
TRD0463,04-Jun-2026,09:20:55,BANKNIFTY,BANKNIFTY30JUN202652000PE,30-Jun-2026,52000,PE,15,1500,1221.0,371.97,1831500.0,557955.0,-1273545.0,477.89,348.72,119.47,107.53,2.39,54.95,1110.95,-1274655.95,-69.6,53226115.83,9m,REVERSAL,LOSS
TRD0464,04-Jun-2026,10:49:46,BANKNIFTY,BANKNIFTY30JUN202652700PE,30-Jun-2026,52700,PE,15,1500,1205.0,121.65,1807500.0,182475.0,-1625025.0,398.0,114.05,99.5,89.55,1.99,54.23,757.3,-1625782.3,-89.95,51600333.53,20m,REVERSAL,LOSS
TRD0465,04-Jun-2026,11:09:12,NIFTY,NIFTY09JUN202623700PE,09-Jun-2026,23700,PE,25,2500,238.0,58.55,595000.0,146375.0,-448625.0,148.28,91.48,37.07,33.36,0.74,17.85,328.78,-448953.78,-75.45,51151379.75,25m,REVERSAL,LOSS
TRD0466,05-Jun-2026,11:30:37,NIFTY,NIFTY09JUN202623400PE,09-Jun-2026,23400,PE,25,2500,229.0,269.67,572500.0,674175.0,101675.0,249.34,421.36,62.33,56.1,1.25,17.18,807.55,100867.45,17.62,51252247.2,145m,REVERSAL,WIN
TRD0467,05-Jun-2026,13:21:22,NIFTY,NIFTY09JUN202624250CE,09-Jun-2026,24250,CE,25,2500,207.0,233.52,517500.0,583800.0,66300.0,220.26,364.88,55.07,49.56,1.1,15.53,706.38,65593.62,12.68,51317840.82,195m,REVERSAL,WIN
TRD0468,05-Jun-2026,13:30:22,NIFTY,NIFTY09JUN202624300CE,09-Jun-2026,24300,CE,25,2500,248.0,119.87,620000.0,299675.0,-320325.0,183.94,187.3,45.98,41.39,0.92,18.6,478.12,-320803.12,-51.74,50997037.7,37m,REVERSAL,LOSS
TRD0469,05-Jun-2026,13:00:43,SENSEX,SENSEX11JUN202678300PE,11-Jun-2026,78300,PE,10,1000,960.0,229.48,960000.0,229480.0,-730520.0,237.9,143.43,59.47,53.53,1.19,28.8,524.31,-731044.31,-76.15,50265993.39,14m,REVERSAL,LOSS
TRD0470,05-Jun-2026,14:35:35,BANKNIFTY,BANKNIFTY30JUN202651400PE,30-Jun-2026,51400,PE,15,1500,1261.0,458.97,1891500.0,688455.0,-1203045.0,515.99,430.28,129.0,116.1,2.58,56.75,1250.7,-1204295.7,-63.67,49061697.69,30m,REVERSAL,LOSS
TRD0471,08-Jun-2026,11:01:22,NIFTY,NIFTY09JUN202624350CE,09-Jun-2026,24350,CE,25,2500,124.0,145.94,310000.0,364850.0,54850.0,134.97,228.03,33.74,30.37,0.67,9.3,437.09,54412.91,17.55,49116110.6,155m,REVERSAL,WIN
TRD0472,08-Jun-2026,14:01:23,SENSEX,SENSEX11JUN202678700PE,11-Jun-2026,78700,PE,10,1000,560.0,153.37,560000.0,153370.0,-406630.0,142.67,95.86,35.67,32.1,0.71,16.8,323.81,-406953.81,-72.67,48709156.79,56m,REVERSAL,LOSS
TRD0473,08-Jun-2026,13:01:04,NIFTY,NIFTY09JUN202624200CE,09-Jun-2026,24200,CE,25,2500,101.0,44.03,252500.0,110075.0,-142425.0,72.52,68.8,18.13,16.32,0.36,7.58,183.69,-142608.69,-56.48,48566548.1,17m,REVERSAL,LOSS
TRD0474,08-Jun-2026,13:46:58,BANKNIFTY,BANKNIFTY30JUN202653100CE,30-Jun-2026,53100,CE,15,1500,992.0,1164.48,1488000.0,1746720.0,258720.0,646.94,1091.7,161.74,145.56,3.23,44.64,2093.82,256626.18,17.25,48823174.28,42m,REVERSAL,WIN
TRD0475,08-Jun-2026,11:46:24,BANKNIFTY,BANKNIFTY30JUN202653700CE,30-Jun-2026,53700,CE,15,1500,981.0,474.86,1471500.0,712290.0,-759210.0,436.76,445.18,109.19,98.27,2.18,44.15,1135.73,-760345.73,-51.67,48062828.55,32m,REVERSAL,LOSS
TRD0476,09-Jun-2026,09:55:10,BANKNIFTY,BANKNIFTY30JUN202653900CE,30-Jun-2026,53900,CE,15,1500,917.0,412.93,1375500.0,619395.0,-756105.0,398.98,387.12,99.74,89.77,1.99,41.27,1018.88,-757123.88,-55.04,47305704.67,12m,REVERSAL,LOSS
TRD0477,09-Jun-2026,15:27:20,NIFTY,NIFTY09JUN202624700CE,09-Jun-2026,24700,CE,25,2500,84.0,29.88,210000.0,74700.0,-135300.0,56.94,46.69,14.24,12.81,0.28,6.3,137.26,-135437.26,-64.49,47170267.41,30m,REVERSAL,LOSS
TRD0478,09-Jun-2026,09:24:50,BANKNIFTY,BANKNIFTY30JUN202651300PE,30-Jun-2026,51300,PE,15,1500,1347.0,579.16,2020500.0,868740.0,-1151760.0,577.85,542.96,144.46,130.02,2.89,60.62,1458.79,-1153218.79,-57.08,46017048.62,27m,REVERSAL,LOSS
TRD0479,10-Jun-2026,11:01:38,BANKNIFTY,BANKNIFTY30JUN202654100CE,30-Jun-2026,54100,CE,15,1500,1118.0,552.83,1677000.0,829245.0,-847755.0,501.25,518.28,125.31,112.78,2.51,50.31,1310.44,-849065.44,-50.63,45167983.18,45m,REVERSAL,LOSS
TRD0480,10-Jun-2026,09:39:10,NIFTY,NIFTY16JUN202624250CE,16-Jun-2026,24250,CE,25,2500,314.0,357.93,785000.0,894825.0,109825.0,335.97,559.27,83.99,75.59,1.68,23.55,1080.04,108744.96,13.85,45276728.14,191m,REVERSAL,WIN
TRD0481,10-Jun-2026,10:42:26,BANKNIFTY,BANKNIFTY30JUN202654200CE,30-Jun-2026,54200,CE,15,1500,1040.0,441.35,1560000.0,662025.0,-897975.0,444.41,413.77,111.1,99.99,2.22,46.8,1118.29,-899093.29,-57.63,44377634.85,26m,REVERSAL,LOSS
TRD0482,11-Jun-2026,13:50:39,SENSEX,SENSEX11JUN202681800CE,11-Jun-2026,81800,CE,10,1000,246.0,34.07,246000.0,34070.0,-211930.0,56.01,21.29,14.0,12.6,0.28,7.38,111.57,-212041.57,-86.2,44165593.28,57m,REVERSAL,LOSS
TRD0483,11-Jun-2026,09:49:31,BANKNIFTY,BANKNIFTY30JUN202652400PE,30-Jun-2026,52400,PE,15,1500,1161.0,1475.69,1741500.0,2213535.0,472035.0,791.01,1383.46,197.75,177.98,3.96,52.25,2606.39,469428.61,26.96,44635021.89,85m,REVERSAL,WIN
TRD0484,11-Jun-2026,12:18:37,SENSEX,SENSEX11JUN202678800PE,11-Jun-2026,78800,PE,10,1000,293.0,57.3,293000.0,57300.0,-235700.0,70.06,35.81,17.52,15.76,0.35,8.79,148.29,-235848.29,-80.49,44399173.6,37m,REVERSAL,LOSS
TRD0485,11-Jun-2026,12:27:28,SENSEX,SENSEX11JUN202682100CE,11-Jun-2026,82100,CE,10,1000,224.0,33.46,224000.0,33460.0,-190540.0,51.49,20.91,12.87,11.59,0.26,6.72,103.84,-190643.84,-85.11,44208529.76,51m,REVERSAL,LOSS
TRD0486,11-Jun-2026,10:41:16,NIFTY,NIFTY16JUN202623500PE,16-Jun-2026,23500,PE,25,2500,207.0,43.73,517500.0,109325.0,-408175.0,125.37,68.33,31.34,28.21,0.63,15.53,269.39,-408444.39,-78.93,43800085.37,22m,REVERSAL,LOSS
TRD0487,12-Jun-2026,12:20:25,BANKNIFTY,BANKNIFTY30JUN202652400PE,30-Jun-2026,52400,PE,15,1500,1133.0,1334.38,1699500.0,2001570.0,302070.0,740.21,1250.98,185.05,166.55,3.7,50.98,2397.48,299672.52,17.63,44099757.89,189m,REVERSAL,WIN
TRD0488,12-Jun-2026,12:55:34,BANKNIFTY,BANKNIFTY30JUN202654000CE,30-Jun-2026,54000,CE,15,1500,1158.0,442.28,1737000.0,663420.0,-1073580.0,480.08,414.64,120.02,108.02,2.4,52.11,1177.27,-1074757.27,-61.87,43025000.62,52m,REVERSAL,LOSS
TRD0489,12-Jun-2026,09:20:54,NIFTY,NIFTY16JUN202623500PE,16-Jun-2026,23500,PE,25,2500,202.0,65.06,505000.0,162650.0,-342350.0,133.53,101.66,33.38,30.04,0.67,15.15,314.43,-342664.43,-67.85,42682336.19,7m,REVERSAL,LOSS
TRD0490,15-Jun-2026,09:22:41,SENSEX,SENSEX18JUN202680900CE,18-Jun-2026,80900,CE,10,1000,595.0,253.4,595000.0,253400.0,-341600.0,169.68,158.38,42.42,38.18,0.85,17.85,427.35,-342027.35,-57.48,42340308.84,16m,REVERSAL,LOSS
TRD0491,15-Jun-2026,10:03:14,NIFTY,NIFTY16JUN202624350CE,16-Jun-2026,24350,CE,25,2500,128.0,23.76,320000.0,59400.0,-260600.0,75.88,37.12,18.97,17.07,0.38,9.6,159.03,-260759.03,-81.49,42079549.81,15m,REVERSAL,LOSS
TRD0492,15-Jun-2026,09:45:51,BANKNIFTY,BANKNIFTY30JUN202654200CE,30-Jun-2026,54200,CE,15,1500,961.0,310.0,1441500.0,465000.0,-976500.0,381.3,290.62,95.33,85.79,1.91,43.25,898.19,-977398.19,-67.8,41102151.62,25m,REVERSAL,LOSS
TRD0493,16-Jun-2026,11:07:35,NIFTY,NIFTY16JUN202623750PE,16-Jun-2026,23750,PE,25,2500,79.0,31.32,197500.0,78300.0,-119200.0,55.16,48.94,13.79,12.41,0.28,5.92,136.5,-119336.5,-60.42,40982815.12,25m,REVERSAL,LOSS
TRD0494,16-Jun-2026,09:46:48,NIFTY,NIFTY16JUN202624750CE,16-Jun-2026,24750,CE,25,2500,79.0,21.7,197500.0,54250.0,-143250.0,50.35,33.91,12.59,11.33,0.25,5.92,114.35,-143364.35,-72.59,40839450.77,42m,REVERSAL,LOSS
TRD0495,16-Jun-2026,12:21:24,NIFTY,NIFTY16JUN202624500CE,16-Jun-2026,24500,CE,25,2500,92.0,113.49,230000.0,283725.0,53725.0,102.75,177.33,25.69,23.12,0.51,6.9,336.29,53388.71,23.21,40892839.48,162m,REVERSAL,WIN
TRD0496,16-Jun-2026,10:49:43,NIFTY,NIFTY16JUN202624500CE,16-Jun-2026,24500,CE,25,2500,76.0,24.16,190000.0,60400.0,-129600.0,50.08,37.75,12.52,11.27,0.25,5.7,117.57,-129717.57,-68.27,40763121.91,49m,REVERSAL,LOSS
TRD0497,16-Jun-2026,12:19:18,SENSEX,SENSEX18JUN202681500CE,18-Jun-2026,81500,CE,10,1000,595.0,211.74,595000.0,211740.0,-383260.0,161.35,132.34,40.34,36.3,0.81,17.85,388.98,-383648.98,-64.48,40379472.93,50m,REVERSAL,LOSS
TRD0498,17-Jun-2026,13:15:42,NIFTY,NIFTY23JUN202624200CE,23-Jun-2026,24200,CE,25,2500,220.0,51.69,550000.0,129225.0,-420775.0,135.84,80.77,33.96,30.57,0.68,16.5,298.32,-421073.32,-76.56,39958399.61,12m,REVERSAL,LOSS
TRD0499,17-Jun-2026,11:17:20,SENSEX,SENSEX18JUN202682600CE,18-Jun-2026,82600,CE,10,1000,406.0,195.0,406000.0,195000.0,-211000.0,120.2,121.88,30.05,27.04,0.6,12.18,311.95,-211311.95,-52.05,39747087.66,41m,REVERSAL,LOSS
TRD0500,17-Jun-2026,10:11:57,BANKNIFTY,BANKNIFTY30JUN202651400PE,30-Jun-2026,51400,PE,15,1500,914.0,452.22,1371000.0,678330.0,-692670.0,409.87,423.96,102.47,92.22,2.05,41.13,1071.69,-693741.69,-50.6,39053345.97,19m,REVERSAL,LOSS
TRD0501,19-Jun-2026,09:18:22,BANKNIFTY,BANKNIFTY30JUN57700CE,30-Jun-2026,57700,CE,30,5100,698.4,812.65,3561840.0,4144515.0,582675.0,1541.27,2590.32,385.32,346.79,7.71,106.86,4978.26,577696.74,16.22,39631042.71,34m,REVERSAL,WIN
TRD0502,19-Jun-2026,09:24:09,NIFTY,NIFTY23JUN24050CE,23-Jun-2026,24050,CE,75,25500,88.3,118.6,2251650.0,3024300.0,772650.0,1055.19,1890.19,263.8,237.42,5.28,67.55,3519.42,769130.58,34.16,40400173.29,42m,REVERSAL,WIN
TRD0503,19-Jun-2026,09:21:47,SENSEX,SENSEX25JUN76800CE,25-Jun-2026,76800,CE,10,16000,268.5,392.75,4296000.0,6284000.0,1988000.0,2116.0,3927.5,529.0,476.1,10.58,128.88,7188.06,1980811.94,46.11,42380985.23,50m,REVERSAL,WIN
TRD0504,19-Jun-2026,10:08:14,BANKNIFTY,BANKNIFTY30JUN57500PE,30-Jun-2026,57500,PE,30,5400,640.2,798.55,3457080.0,4312170.0,855090.0,1553.85,2695.11,388.46,349.62,7.77,103.71,5098.52,849991.48,24.59,43230976.71,46m,REVERSAL,WIN
TRD0505,19-Jun-2026,10:14:52,NIFTY,NIFTY23JUN23950PE,23-Jun-2026,23950,PE,75,27000,120.4,166.85,3250800.0,4504950.0,1254150.0,1551.15,2815.59,387.79,349.01,7.76,97.52,5208.82,1248941.18,38.42,44479917.89,48m,REVERSAL,WIN
TRD0506,19-Jun-2026,10:22:31,SENSEX,SENSEX25JUN76500PE,25-Jun-2026,76500,PE,10,15000,310.75,458.2,4661250.0,6873000.0,2211750.0,2306.85,4295.62,576.71,519.04,11.53,139.84,7849.6,2203900.4,47.28,46683818.29,56m,REVERSAL,WIN
TRD0507,19-Jun-2026,10:31:05,BANKNIFTY,BANKNIFTY30JUN57800CE,30-Jun-2026,57800,CE,30,5100,540.65,712.4,2757315.0,3633240.0,875925.0,1278.11,2270.78,319.53,287.57,6.39,82.72,4245.1,871679.9,31.61,47555498.19,53m,REVERSAL,WIN
TRD0508,19-Jun-2026,11:06:18,NIFTY,NIFTY23JUN24100CE,23-Jun-2026,24100,CE,75,26250,142.8,58.35,3748500.0,1531687.5,-2216812.5,1056.04,957.3,264.01,237.61,5.28,112.45,2632.7,-2219445.2,-59.21,45336052.99,92m,REVERSAL,LOSS
TRD0509,19-Jun-2026,11:12:44,BANKNIFTY,BANKNIFTY30JUN58000CE,30-Jun-2026,58000,CE,30,5400,612.3,95.4,3306420.0,515160.0,-2791260.0,764.32,321.98,191.08,171.97,3.82,99.19,1552.36,-2792812.36,-84.47,42543240.63,112m,REVERSAL,LOSS
TRD0510,19-Jun-2026,11:18:33,SENSEX,SENSEX25JUN77200CE,25-Jun-2026,77200,CE,10,16000,245.6,48.3,3929600.0,772800.0,-3156800.0,940.48,483.0,235.12,211.61,4.7,117.89,1992.8,-3158792.8,-80.38,39384447.83,124m,REVERSAL,LOSS
TRD0511,19-Jun-2026,11:33:07,NIFTY,NIFTY23JUN24200CE,23-Jun-2026,24200,CE,75,27000,168.45,30.2,4548150.0,815400.0,-3732750.0,1072.71,509.62,268.18,241.36,5.36,136.44,2233.68,-3734983.68,-82.12,35649464.15,135m,REVERSAL,LOSS
TRD0512,19-Jun-2026,11:46:29,BANKNIFTY,BANKNIFTY30JUN57400PE,30-Jun-2026,57400,PE,30,5400,685.5,285.65,3701700.0,1542510.0,-2159190.0,1048.84,964.07,262.21,235.99,5.24,111.05,2627.41,-2161817.41,-58.4,33487646.74,129m,REVERSAL,LOSS
TRD0513,19-Jun-2026,12:02:51,SENSEX,SENSEX25JUN77500CE,25-Jun-2026,77500,CE,10,15000,198.35,74.6,2975250.0,1119000.0,-1856250.0,818.85,699.38,204.71,184.24,4.09,89.26,2000.53,-1858250.53,-62.46,31629396.21,125m,REVERSAL,LOSS
TRD0514,19-Jun-2026,12:14:06,NIFTY,NIFTY23JUN24250CE,23-Jun-2026,24250,CE,75,27000,152.3,22.4,4112100.0,604800.0,-3507300.0,943.38,378.0,235.84,212.26,4.72,123.36,1897.57,-3509197.57,-85.34,28120198.64,124m,REVERSAL,LOSS
TRD0515,19-Jun-2026,12:28:37,BANKNIFTY,BANKNIFTY30JUN58200CE,30-Jun-2026,58200,CE,30,5100,458.7,142.35,2339370.0,725985.0,-1613385.0,613.07,453.74,153.27,137.94,3.07,70.18,1431.27,-1614816.27,-69.03,26505382.37,118m,REVERSAL,LOSS
TRD0516,19-Jun-2026,12:41:19,SENSEX,SENSEX25JUN77800CE,25-Jun-2026,77800,CE,10,14000,168.45,32.2,2358300.0,450800.0,-1907500.0,561.82,281.75,140.46,126.41,2.81,70.75,1183.99,-1908683.99,-80.93,24596698.38,112m,REVERSAL,LOSS
TRD0517,19-Jun-2026,12:55:02,NIFTY,NIFTY23JUN23850PE,23-Jun-2026,23850,PE,75,27000,158.65,72.4,4283550.0,1954800.0,-2328750.0,1247.67,1221.75,311.92,280.73,6.24,128.51,3196.81,-2331946.81,-54.44,22264751.57,106m,REVERSAL,LOSS
TRD0518,19-Jun-2026,13:10:38,NIFTY,NIFTY23JUN24000PE,23-Jun-2026,24000,PE,75,26250,102.4,138.65,2688000.0,3639562.5,951562.5,1265.51,2274.73,316.38,284.74,6.33,80.64,4228.33,947334.17,35.24,23212085.74,52m,REVERSAL,WIN
TRD0519,19-Jun-2026,13:24:11,BANKNIFTY,BANKNIFTY30JUN57300PE,30-Jun-2026,57300,PE,30,5400,720.3,642.85,3889620.0,3471390.0,-418230.0,1472.2,2169.62,368.05,331.25,7.36,116.69,4465.17,-422695.17,-10.87,22789390.57,84m,REVERSAL,LOSS
TRD0520,19-Jun-2026,13:38:46,SENSEX,SENSEX25JUN76600PE,25-Jun-2026,76600,PE,10,15000,288.5,88.2,4327500.0,1323000.0,-3004500.0,1130.1,826.88,282.53,254.27,5.65,129.83,2629.25,-3007129.25,-69.49,19782261.32,77m,REVERSAL,LOSS
TRD0521,19-Jun-2026,13:52:19,NIFTY,NIFTY23JUN24150CE,23-Jun-2026,24150,CE,75,27000,158.3,38.45,4274100.0,1038150.0,-3235950.0,1062.45,648.84,265.61,239.05,5.31,128.22,2349.49,-3238299.49,-75.77,16543961.83,72m,REVERSAL,LOSS
TRD0522,19-Jun-2026,14:06:55,BANKNIFTY,BANKNIFTY30JUN57900CE,30-Jun-2026,57900,CE,30,5400,512.6,118.35,2768040.0,639090.0,-2128950.0,681.43,399.43,170.36,153.32,3.41,83.04,1490.98,-2130440.98,-76.97,14413520.85,66m,REVERSAL,LOSS
